Orf,Beyer_Phi,SEMPPR_Mean_Phi,Ingolia_Phi
YEL005C,0.005879469,0.021175593,NA
YEL006W,0.006661812,0.017509568,0.240596986
YEL009C,0.138504743,0.065423417,2.367039087
YEL011W,0.009673316,0.016614386,0.00362281
YEL012W,0.037027798,0.07102706,0.168709719
YEL013W,0.077667553,0.040941545,0.594232501
YEL015W,0.042846929,0.021684368,0.636602393
YEL016C,0.008862328,0.009790564,0.034598057
YEL017C-A,4.507450001,5.970363611,630.4314819
YEL017W,0.033064547,0.010102648,0.162007462
YEL018W,0.049944357,0.0209622,0.305639851
YEL019C,0.006105094,0.064261898,NA
YEL020W-A,NA,NA,5.618225853
YEL021W,0.029774906,0.106021866,NA
YEL022W,0.016769273,0.004485831,0.068277425
YEL024W,0.086498237,0.20626632,0.220692554
YEL026W,1.202601283,1.501251228,27.88977688
YEL027W,2.816241751,0.687823249,186.6049033
YEL029C,0.008171049,0.035256791,0.203857615
YEL030W,0.003681668,0.022870455,0.00902568
YEL031W,0.163747746,0.01327082,0.562325123
YEL032W,0.062645852,0.009734308,0.086220583
YEL034W,3.209037273,1.641805244,529.1952855
YEL036C,0.319732648,0.018913713,0.442273718
YEL037C,0.188100146,0.047743753,1.824337514
YEL038W,0.123617706,0.03028229,0.726159486
YEL039C,0.032212443,0.194784676,NA
YEL040W,1.11476312,0.063760091,10.18411961
YEL041W,0.004267174,0.005809608,NA
YEL042W,0.166457016,0.045130475,0.554380086
YEL043W,0.019131816,0.00684426,0.016429948
YEL044W,0.158818193,0.040352731,0.980924079
YEL046C,0.465688072,0.073670048,3.78062593
YEL047C,0.146145298,0.064387284,1.156578126
YEL049W,0.031561132,1.204482311,NA
YEL050C,0.06665059,0.060598326,0.320495939
YEL051W,0.197339208,0.189439667,17.13999077
YEL052W,0.032974536,0.011522047,0.120082355
YEL053C,0.006024364,0.017085991,0.020075072
YEL054C,0.783049319,1.012470167,NA
YEL055C,0.053414947,0.006936651,0.31218149
YEL056W,0.127013984,0.029527464,0.230792343
YEL058W,0.387150689,0.013631637,0.922425328
YEL059C-A,0.099900464,0.067609382,NA
YEL060C,0.106078839,0.032654693,0.111166209
YEL061C,0.001116663,0.005352327,0.035286314
YEL062W,0.00363335,0.015478282,0.011032218
YEL063C,0.015927053,0.045503896,0.182325703
YEL064C,0.007633028,0.015748094,0.029962896
YEL065W,0.159399991,0.029259862,0.281521265
YEL066W,0.096827068,0.041498386,0.176242759
YEL069C,0.001575104,0.013055221,NA
YEL071W,0.218880781,0.036247069,28.40576612
YEL072W,0.001505019,0.032313263,0.014154948
YER001W,0.126173855,0.011595555,0.277837412
YER002W,0.203294487,0.073503703,5.040583072
YER003C,0.235646257,0.056064913,2.836605134
YER004W,0.190542202,0.053796048,1.222667135
YER005W,0.030023143,0.006720558,0.041172901
YER006W,0.235252679,0.025682016,4.109933428
YER007C-A,0.29383283,0.132354766,5.338986467
YER007W,0.007698411,0.013332981,0.027472444
YER008C,0.028831799,0.003945953,0.045175702
YER009W,0.499774207,0.452819037,149.816441
YER010C,0.031635692,0.048674944,0.253486902
YER011W,1.170467389,0.698180191,NA
YER012W,0.36349356,0.095902078,1.754970679
YER013W,0.004006671,0.004064651,0.031587271
YER014C-A,NA,NA,NA
YER014W,0.028621243,0.014188828,0.152737887
YER015W,0.005251882,0.015457446,0.00153864
YER016W,0.061737199,0.03316552,0.495081667
YER017C,0.054707179,0.008204952,0.04585421
YER018C,0.008176032,0.012739644,0.079204066
YER019C-A,0.428437535,0.207833602,43.68513886
YER019W,0.097972867,0.01266184,0.058731356
YER020W,0.058061849,0.004578106,0.041901626
YER021W,0.180019782,0.025326741,2.98308199
YER022W,0.045834466,0.009941143,0.172152094
YER023W,0.457569945,0.084605889,8.99056173
YER024W,0.010608659,0.009830968,0.002295182
YER025W,0.483861432,0.047404675,6.258027765
YER026C,0.160812373,0.081586358,4.729926301
YER027C,0.061209951,0.021540292,0.295897106
YER028C,0.015680883,0.017378175,NA
YER029C,0.070691413,0.040399972,0.60791299
YER030W,0.243512237,0.299064825,3.09334514
YER031C,0.140577425,0.05790206,3.583432083
YER032W,0.009418876,0.009083962,0.010869335
YER033C,0.002986429,0.003263625,NA
YER035W,0.251342558,0.018911923,0.230478627
YER036C,0.425547247,0.072555647,9.257957335
YER037W,0.032343672,0.049655324,0.046938827
YER038C,0.002559996,0.024359697,0.0182517
YER039C,0.003189248,0.036427471,NA
YER040W,0.006145404,0.008056314,0.024414472
YER041W,0.004638571,0.007084917,0.005878499
YER042W,0.238869568,0.133523972,1.410534556
YER043C,1.086571837,0.287224309,16.17404711
YER044C,0.184632055,0.661367401,0.740362024
YER044C-A,0.004540063,0.013508667,NA
YER045C,0.012106804,0.023774516,0.010287834
YER046W,0.038352504,0.083805051,0.052027817
YER047C,0.005116658,0.006628092,0.015344892
YER048C,0.149939251,0.053060017,2.293656645
YER048W-A,NA,NA,9.203311996
YER049W,0.212418938,0.024890794,1.795866817
YER050C,0.098127963,0.071187509,1.723189099
YER051W,0.006004966,0.00883176,0.034585759
YER052C,0.187537001,0.046975818,0.728814767
YER053C,0.03341197,0.06236856,0.031374498
YER054C,0.002676085,0.022812403,NA
YER055C,0.632964683,0.06573017,54.76035852
YER056C,0.401880718,0.043757967,13.89606364
YER056C-A,1.276328107,2.338482732,NA
YER057C,0.413127822,0.486182964,6.425685708
YER058W,0.10270365,0.087587972,0.157840993
YER059W,0.021885747,0.012060398,0.07299604
YER060W,0.013929589,0.017610084,0.024169677
YER060W-A,0.009142728,0.025077566,NA
YER061C,0.021163915,0.025437088,0.089162129
YER062C,0.226336212,0.1810703,0.544745219
YER063W,0.073887865,0.100885091,1.05292621
YER065C,0.000645754,0.037441317,NA
YER068W,0.010071039,0.022067054,0.1194061
YER069W,0.036488926,0.013071125,0.019426494
YER070W,0.080790473,0.027622771,1.300516473
YER072W,0.648390396,0.205216728,66.52894015
YER073W,0.122227055,0.038211165,3.520405223
YER074W,1.083116036,2.238559947,NA
YER074W-A,NA,NA,7.40061477
YER075C,0.004902109,0.007214657,0.0134707
YER081W,0.037032084,0.095671118,0.666923986
YER082C,0.062808964,0.028579566,0.824476205
YER083C,0.187793413,0.02819774,0.3302323
YER086W,0.145425003,0.040322652,1.207635707
YER087C-B,NA,NA,6.77841285
YER088C,0.084334676,0.020188298,0.192157344
YER089C,0.110484238,0.010815568,0.126648382
YER090W,0.130933335,0.047763969,1.347093284
YER091C,0.30078392,0.169774481,4.638775423
YER092W,0.040909263,0.077836463,1.906536599
YER093C,0.006850472,0.00155013,0.005862921
YER094C,0.576682476,0.073046469,10.90285565
YER095W,0.129903693,0.041438632,0.231124195
YER096W,0.003542221,0.011754724,NA
YER098W,0.001540835,0.007628171,NA
YER099C,0.103422315,0.026453022,0.836648863
YER100W,0.126551863,0.081035624,1.480265722
YER101C,0.008751332,0.033783343,0.048321481
YER102W,6.545572829,1.319211709,NA
YER103W,0.068742045,0.021483785,0.234156673
YER104W,0.006270453,0.069491541,0.06593297
YER105C,0.036922295,0.002736998,0.076076105
YER106W,0.004259119,0.031773375,NA
YER107C,0.112996452,0.02783806,0.723299292
YER109C,NA,NA,0.011648302
YER110C,0.139451576,0.025608767,2.894606826
YER111C,0.005851366,0.005548763,0.0163654
YER112W,0.166179012,0.223095255,2.418303486
YER113C,0.015150551,0.005917573,0.036137457
YER114C,0.015680053,0.005546299,0.065786489
YER115C,0.013983031,0.025008511,0.178526812
YER116C,0.002887989,0.028775376,0.088163777
YER117W,7.779616191,1.507215359,NA
YER118C,0.06961619,0.047945844,0.297926121
YER119C,0.022368195,0.012221836,0.031827944
YER120W,0.466116354,0.042654675,5.765563143
YER122C,0.119131142,0.025814053,2.638514352
YER123W,0.013994696,0.023687403,0.135752392
YER124C,0.035088907,0.021415134,5.283012626
YER125W,0.043044996,0.01895311,0.275492084
YER126C,0.248138631,0.145654096,9.559333209
YER127W,0.089577762,0.059954145,1.052317617
YER129W,0.002941204,0.003982028,0.028723252
YER131W,0.606335645,1.341370385,520.864999
YER132C,0.011096372,0.002044491,0.0042807
YER133W,0.184166039,0.060384213,22.62640411
YER136W,0.278466816,0.062359294,1.696053321
YER139C,0.004715441,0.072307191,0.139789253
YER141W,0.222799259,0.034263091,NA
YER142C,0.009522247,0.016397269,0.032581544
YER143W,0.046916939,0.008185633,0.210864097
YER144C,0.007787026,0.004564051,0.007247875
YER145C,0.462762067,0.017157372,1.982667209
YER146W,0.22874218,0.053271076,10.50224147
YER147C,0.023368733,0.00194158,0.024394553
YER148W,0.193399283,0.089226397,5.758673118
YER149C,0.022103731,0.011456428,0.134981378
YER150W,0.063718882,0.105398937,NA
YER151C,0.040653363,0.01239724,0.081529675
YER153C,0.006488959,0.021023112,NA
YER154W,0.128359748,0.031481363,0.059056234
YER155C,0.021480527,0.001884666,0.058680063
YER157W,0.011391427,0.013839158,0.111400432
YER159C,0.086470157,0.084164537,0.89812126
YER161C,0.014561811,0.02110961,0.175469206
YER162C,0.004975955,0.009475911,0.012449112
YER164W,0.019241014,0.004224102,0.045092857
YER165W,0.331767009,0.121535501,17.43691718
YER166W,0.013131625,0.004271246,0.027577588
YER167W,0.012710148,0.013477783,0.071198938
YER168C,0.032020902,0.010834015,0.305922212
YER169W,0.012176886,0.005431079,0.049143463
YER170W,0.014461432,0.03897201,0.199427307
YER171W,0.01781104,0.013181772,0.082525164
YER172C,0.003639797,0.001006093,0.019544374
YER173W,0.004794415,0.005070371,0.02056549
YER174C,0.08257383,0.044539099,0.710347789
YER175C,0.009020527,0.022934315,0.043780715
YER176W,0.020824749,0.005332414,0.067066554
YER177W,2.512563865,0.111435578,139.4681699
YER178W,0.547608653,0.075272375,6.729689081
YER179W,0.005928885,0.040587779,NA
YER180C,0.002810164,0.024572301,0.002422633
YER180C-A,NA,NA,0.459713827
YER183C,0.058675829,0.039824705,0.720938289
YER185W,0.005824136,0.024861487,NA
YER190W,0.014841452,0.000680781,NA
YFL001W,0.026480824,0.017394184,0.174844753
YFL002C,0.100182062,0.009820795,0.15713134
YFL003C,0.003202763,0.00340995,NA
YFL004W,0.101588821,0.015761335,1.947802799
YFL005W,0.129929749,0.076879054,13.29783343
YFL007W,0.025698239,0.001822224,0.032472602
YFL008W,0.00993566,0.006394921,0.066518531
YFL009W,0.023530853,0.006514625,NA
YFL010C,0.378691676,0.070269163,4.13526928
YFL010W-A,NA,NA,NA
YFL011W,0.002484795,0.030846817,NA
YFL013C,0.019548343,0.005683074,0.084064839
YFL014W,0.126482323,1.912464902,0.318278432
YFL016C,0.080106422,0.019687403,0.304086508
YFL017C,0.092919482,0.116760529,1.230996498
YFL017W-A,0.246795116,0.122999438,1.130218703
YFL018C,0.368873011,0.059984592,1.988870207
YFL020C,0.051917267,1.306871402,NA
YFL021W,0.028034215,0.006503668,0.012181954
YFL022C,0.393549281,0.044651271,3.167019709
YFL023W,0.035430358,0.004862774,0.104136058
YFL024C,0.006863544,0.007113972,0.016147706
YFL025C,0.00645148,0.006717145,0.014171796
YFL026W,0.086551137,0.013529742,12.6101795
YFL027C,0.015232468,0.014309733,0.131185445
YFL028C,0.127678373,0.046922469,0.584204107
YFL029C,0.02124871,0.032191808,0.04728969
YFL030W,0.006571185,0.013641975,NA
YFL031W,0.051005242,0.01082496,0.714562717
YFL033C,0.010163455,0.001953503,NA
YFL034C-A,0.09215288,0.327320125,100.1844094
YFL034C-B,NA,NA,0.140218995
YFL036W,0.01744094,0.006887054,0.013120371
YFL037W,0.377467051,0.055590429,3.483289694
YFL038C,1.073773139,0.12239655,19.77741657
YFL039C,2.196258783,0.299057104,109.4923148
YFL041W,0.044011323,0.008959618,0.108243372
YFL044C,0.039988972,0.069397269,0.18131247
YFL045C,1.248035714,0.421424786,132.9471127
YFL047W,0.033562876,0.00681688,0.095081468
YFL048C,0.101214423,0.032820616,2.161188867
YFL049W,0.013626551,0.013938778,0.086289737
YFL050C,0.000935105,0.009025472,0.000422129
YFL053W,0.00236726,0.005307651,NA
YFL055W,0.011230211,0.011013477,NA
YFL056C,0.00171893,0.02454668,NA
YFL057C,0.179867241,0.088825179,NA
YFL058W,0.007973946,0.161729591,NA
YFL059W,0.01542708,0.083122017,NA
YFL060C,0.004106825,0.049247192,NA
YFL062W,0.231112956,0.015042789,NA
YFR001W,0.104852303,0.082137986,5.213007347
YFR002W,0.030898989,0.009349484,0.329432181
YFR003C,0.075403955,0.053770409,0.727092223
YFR004W,0.412540127,0.062252632,4.236177788
YFR005C,0.016852758,0.01453673,0.225216798
YFR007W,0.020004307,0.021510986,0.02268708
YFR008W,0.006522253,0.057652376,0.099244518
YFR009W,0.152122824,0.033852432,1.605758883
YFR010W,0.134744434,0.040073775,1.550199753
YFR013W,0.016729552,0.008966829,0.059926262
YFR014C,0.01130417,0.018812439,0.096467193
YFR015C,0.004561479,0.017268805,0.003968605
YFR016C,0.018648302,0.00391846,NA
YFR019W,0.0006267,0.001618724,NA
YFR021W,0.01308657,0.017127904,0.016040737
YFR022W,0.002932054,0.004932,0.00186309
YFR023W,0.004108452,0.015166308,NA
YFR024C-A,0.161792428,0.049055402,1.799672667
YFR025C,0.025017241,0.0237878,0.253654614
YFR027W,0.005188368,0.02001969,0.022048615
YFR028C,0.067405007,0.011056797,0.328524552
YFR029W,0.008297651,0.004854512,NA
YFR030W,0.022551489,0.019058525,0.035324926
YFR031C,0.021357826,0.003815248,0.027220302
YFR031C-A,7.97096322,0.751610803,NA
YFR032C-A,NA,NA,4828.635059
YFR033C,0.461620524,0.041978117,0.890156288
YFR034C,0.020586148,0.011140025,0.26374452
YFR036W,0.060184604,0.063396603,NA
YFR037C,0.069221871,0.011250711,1.508438953
YFR038W,0.004565854,0.011945829,0.056713075
YFR040W,0.004060237,0.007665875,0.036647086
YFR041C,0.06033233,0.039795802,0.388395887
YFR043C,0.032887005,0.038684806,0.091748483
YFR044C,0.808093731,0.068056174,1.936867441
YFR046C,0.008957296,0.014030868,0.020993922
YFR047C,0.118579912,0.041842289,0.41513621
YFR048W,0.011147381,0.012625005,0.048644274
YFR049W,0.127765576,0.052947915,0.637796389
YFR050C,0.311424364,0.058831918,4.376911814
YFR051C,0.216795561,0.028947003,0.370380249
YFR052W,0.106225529,0.032694546,3.802782844
YFR053C,0.364513167,0.110397462,0.025584783
YGL001C,0.229766234,0.042519514,1.635141892
YGL002W,0.03288384,0.050649656,0.31310332
YGL003C,0.007103971,0.008821613,0.01951414
YGL005C,0.011371496,0.035046697,0.233781406
YGL006W,0.025380628,0.007350467,0.01482851
YGL008C,5.539380643,0.1434191,167.160415
YGL009C,0.344461205,0.034637003,23.19275098
YGL011C,0.212103848,0.093021883,2.530024037
YGL012W,0.841604175,0.042238541,6.348071001
YGL013C,0.015858831,0.00513552,0.019866291
YGL014W,0.010260797,0.009131816,0.107147362
YGL016W,0.029473804,0.008126176,0.093051737
YGL017W,0.015770884,0.012210266,0.088936603
YGL018C,0.010856948,0.094441071,0.057673164
YGL019W,0.144759793,0.024657834,0.801359365
YGL020C,0.18717981,0.058453268,1.5538257
YGL021W,0.014446041,0.009191973,0.096189993
YGL022W,0.193670343,0.022325056,0.732631291
YGL023C,0.035438715,0.003305028,0.035566326
YGL025C,0.01423569,0.015032641,0.066560932
YGL026C,0.559686195,0.040548487,2.702842279
YGL027C,0.066116036,0.009744916,0.249180385
YGL028C,0.051836879,0.064319546,1.270301539
YGL029W,0.23260131,0.439051839,4.979796193
YGL030W,3.485355574,3.700542257,2506.454421
YGL031C,5.96891824,2.17854661,NA
YGL032C,0.070290435,0.120798786,0.628403672
YGL033W,0.032328748,0.051116682,NA
YGL035C,0.024053516,0.027348887,0.078724172
YGL037C,0.576545671,0.149983767,5.343351393
YGL038C,0.034880025,0.020849712,0.20675939
YGL039W,0.057432091,0.05239383,0.598764794
YGL040C,0.234126861,0.06059336,2.504864305
YGL043W,0.048967698,0.062965482,1.563279306
YGL044C,0.06575323,0.01958455,0.387956476
YGL045W,0.007256393,0.009427908,0.006670254
YGL047W,0.038156708,0.062498719,0.154306047
YGL048C,0.352061626,0.065609171,5.806902305
YGL049C,0.019986141,0.012121208,0.113174625
YGL050W,0.034783651,0.040815931,0.19795243
YGL051W,0.007267705,0.014890257,NA
YGL053W,0.006030569,0.034946599,NA
YGL054C,0.142567851,0.332663379,33.26752706
YGL055W,0.564702749,0.149078215,6.59172137
YGL056C,0.038355915,0.014345278,0.143334859
YGL058W,0.148614122,0.12605319,3.590825507
YGL059W,0.002872788,0.023518865,0.010845421
YGL060W,0.02291675,0.014407237,0.036604569
YGL061C,0.015014983,0.05734966,0.22640219
YGL062W,0.067836028,0.016282332,NA
YGL063W,0.001778229,0.003819469,NA
YGL064C,0.004933327,0.012525872,0.026720598
YGL065C,0.022272854,0.030823249,0.081432283
YGL066W,0.008657669,0.008693177,0.050522761
YGL067W,0.033448687,0.034984785,0.157427564
YGL068W,0.184552927,0.120810684,6.316187796
YGL070C,0.154723792,0.112949916,6.642283696
YGL071W,0.015619812,0.010820199,0.029999139
YGL073W,0.010612011,0.004228989,0.037716966
YGL075C,0.001836466,0.026292047,0.043863623
YGL076C,3.122711318,0.831798926,NA
YGL077C,0.191558916,0.021015952,0.769643434
YGL078C,0.468608835,0.055751018,4.335859564
YGL083W,0.011512322,0.013405531,0.011792121
YGL084C,0.060581649,0.028672715,0.177374526
YGL086W,0.013821084,0.011166291,0.094221284
YGL087C,0.175942746,0.163711691,0.696410124
YGL089C,0.024925424,0.423251439,NA
YGL090W,0.003284653,0.017469395,NA
YGL091C,0.087113619,0.01426213,0.463023303
YGL092W,0.042037253,0.003355603,0.208173827
YGL093W,0.015056283,0.002720811,0.042223171
YGL094C,0.00944448,0.004682032,0.011802908
YGL095C,0.018242656,0.015352299,0.137579102
YGL096W,0.00665337,0.029785361,NA
YGL097W,0.159283906,0.041407395,1.209536123
YGL098W,0.006517723,0.041766742,0.31852394
YGL099W,0.11287234,0.029039239,0.472647729
YGL100W,0.068817971,0.03032002,1.009716343
YGL103W,5.190774175,1.674450898,10353.94207
YGL104C,0.019251403,0.023065825,0.018043047
YGL105W,0.637857933,0.144452601,20.35119865
YGL106W,0.374219795,0.247758318,19.88530334
YGL107C,0.024663091,0.016310533,0.119305126
YGL110C,0.005613936,0.014919121,0.123925819
YGL111W,0.062953626,0.012216275,0.67102382
YGL112C,0.070389446,0.031146673,0.388611828
YGL113W,0.020503053,0.008451755,0.011637125
YGL115W,0.099212387,0.034915661,1.496132478
YGL116W,0.010171629,0.018631335,0.063414778
YGL119W,0.028979887,0.014886614,0.202652804
YGL120C,0.177290558,0.017641671,0.935523978
YGL121C,0.018981176,0.074313579,NA
YGL122C,0.176480109,0.024899796,NA
YGL123W,4.53095794,1.284119577,3324.812069
YGL124C,0.005194078,0.00719655,0.046411473
YGL125W,0.01249477,0.026811737,0.00937323
YGL126W,0.178796416,0.008787323,0.159234331
YGL127C,0.078261116,0.115962095,0.148028266
YGL128C,0.015336124,0.024300997,NA
YGL129C,0.019766298,0.023842763,0.158550621
YGL130W,0.080249702,0.022493998,0.342223368
YGL131C,0.002956032,0.001451588,0.002156552
YGL133W,0.00566364,0.003417014,0.015523905
YGL134W,0.002558711,0.012447259,0.027329739
YGL135W,4.938410108,1.401312825,NA
YGL136C,0.025125847,0.038477204,0.034933264
YGL137W,0.189721839,0.014219398,2.191147599
YGL139W,0.035486177,0.007603752,0.079993262
YGL141W,0.008176899,0.007941257,0.027991913
YGL142C,0.011693978,0.007205889,0.04236818
YGL143C,0.012539628,0.030483802,0.046249049
YGL144C,0.002518657,0.007464723,0.014250015
YGL145W,0.008139303,0.021022322,0.095283751
YGL147C,1.674632263,1.066665204,NA
YGL148W,0.833175369,0.095869542,12.84391371
YGL150C,0.005000777,0.004953699,0.027310131
YGL151W,0.017152164,0.005289202,0.04078542
YGL153W,0.035636727,0.030690071,0.236583242
YGL154C,0.015306724,0.068255721,NA
YGL155W,0.019697502,0.026905623,0.123099632
YGL156W,0.004292828,0.006778506,NA
YGL157W,0.129306471,0.068271708,0.598688262
YGL158W,0.00774699,0.015860464,NA
YGL160W,0.016794669,0.006124407,0.06076771
YGL161C,0.198535592,0.015365027,0.970396141
YGL162W,0.008367048,0.044157799,NA
YGL163C,0.006260378,0.011105721,0.014614938
YGL164C,0.031011267,0.012833671,0.081867416
YGL166W,0.049316045,0.034949407,0.406181954
YGL167C,0.046552104,0.014378039,0.165731408
YGL168W,0.101841718,0.040545171,NA
YGL169W,0.010134937,0.021184912,0.18128814
YGL170C,0.003615208,0.027548242,NA
YGL171W,0.111718287,0.026001123,0.574701119
YGL172W,0.137067742,0.020728924,1.086079463
YGL173C,0.072718964,0.004780638,0.426938536
YGL174W,0.022393159,0.023521234,0.059140805
YGL175C,0.00076662,0.034464639,NA
YGL178W,0.02769741,0.009479973,0.011916844
YGL179C,0.016191169,0.006066784,0.010764601
YGL180W,0.001262226,0.009657223,NA
YGL181W,0.110601586,0.004376065,0.261287211
YGL183C,0.008862294,0.035847834,NA
YGL184C,0.00506758,0.013752876,NA
YGL186C,0.189465137,0.01670657,0.896680382
YGL187C,0.123466257,0.302221676,3.487841365
YGL189C,5.058433564,1.791967921,NA
YGL190C,0.016506031,0.021055051,0.322071047
YGL191W,0.29140396,0.183138074,4.84945349
YGL192W,0.000418929,0.010683922,NA
YGL194C,0.006763307,0.020975291,0.055100899
YGL195W,0.058327069,0.001627053,0.28254095
YGL196W,0.059703899,0.014750809,0.31592203
YGL197W,0.00302411,0.003410982,0.008333155
YGL198W,0.170313749,0.015384064,0.642049017
YGL200C,0.436588829,0.086519479,9.952800823
YGL201C,0.015982636,0.009126116,0.05751475
YGL202W,0.625341529,0.034820722,3.878472335
YGL203C,0.063287161,0.010613453,0.194829176
YGL205W,0.001510167,0.017050337,NA
YGL206C,0.059066285,0.008637749,0.601842129
YGL207W,0.088158412,0.014371339,0.839350858
YGL208W,0.014423319,0.007268675,0.025050268
YGL209W,0.055856784,0.023474502,0.033859193
YGL210W,0.07807164,0.072819441,0.459008237
YGL211W,0.029500294,0.035672838,0.241784203
YGL212W,0.004750464,0.014115034,0.108818758
YGL213C,0.062619515,0.053910852,0.427618709
YGL215W,0.012636819,0.016090478,0.096665171
YGL216W,0.011090863,0.005920086,0.016026051
YGL219C,0.033380045,0.008905182,0.047883237
YGL221C,0.266349929,0.044884845,2.586135421
YGL222C,0.005366067,0.058418047,0.163346547
YGL223C,0.016789467,0.01888116,0.180414651
YGL224C,0.03807558,0.044281676,0.189546379
YGL225W,0.822715646,0.101249895,6.082263877
YGL226C-A,0.239057201,0.497112698,4.608296482
YGL227W,0.002301419,0.009890571,0.007093875
YGL228W,0.146330147,0.01856644,0.777645327
YGL229C,0.004450322,0.011815183,NA
YGL232W,0.049083858,0.034731784,2.063672248
YGL233W,0.020467874,0.008413821,0.052807565
YGL234W,0.184912871,0.019686087,9.972542945
YGL236C,0.012616068,0.010961967,0.004223642
YGL237C,0.024520022,0.040485189,0.027110017
YGL238W,0.050343434,0.012811798,0.510863452
YGL240W,0.007713067,0.018295697,NA
YGL241W,0.017407989,0.005881284,0.053654571
YGL243W,0.016356209,0.018604696,0.06323398
YGL244W,0.066337725,0.015992171,1.058679631
YGL245W,0.715030325,0.083651253,12.52001092
YGL246C,0.01748141,0.016326618,0.709925009
YGL247W,0.036766774,0.022283518,0.162637343
YGL248W,0.036585885,0.040869297,0.055147405
YGL249W,0.000912003,0.006688869,NA
YGL250W,0.00954387,0.042608522,NA
YGL251C,0.003165168,0.003759006,0.000883887
YGL252C,0.069869136,0.015454182,0.198629891
YGL253W,2.109855088,0.241343886,55.34659683
YGL254W,0.006177397,0.021065124,0.070879389
YGL255W,0.103841986,0.074747403,0.185656537
YGL256W,NA,NA,0.159601112
YGL257C,0.008092709,0.007777173,0.108601339
YGL258W,0.002071364,0.271688193,NA
YGL263W,0.003323408,0.01189523,0.004204929
YGR002C,0.019547402,0.005539723,0.127694989
YGR003W,0.007616132,0.004724861,0.053985177
YGR004W,0.019748233,0.012513718,0.062740171
YGR005C,0.074305024,0.037796434,0.551240361
YGR006W,0.005836328,0.035817159,0.039864529
YGR007W,0.13841481,0.017223917,0.74695812
YGR008C,0.156611509,0.644452127,1.541150303
YGR009C,0.054622496,0.011949016,0.270652653
YGR010W,0.016280454,0.020295135,0.066599008
YGR012W,0.028899555,0.03465908,0.125079328
YGR013W,0.012262596,0.010175367,0.048938902
YGR014W,0.034443663,0.005546087,0.116917827
YGR019W,0.086260534,0.062029236,0.154661806
YGR020C,0.244921682,0.362343289,24.30723638
YGR023W,0.002718096,0.015887862,NA
YGR024C,0.054513264,0.016720795,0.963424224
YGR027C,0.760948982,2.78707181,3759.201741
YGR028W,0.032088893,0.022890285,0.166865067
YGR029W,0.009166105,0.069730696,0.738666573
YGR030C,0.063017206,0.106194265,0.435255408
YGR031C-A,NA,NA,NA
YGR032W,0.01755956,0.004640673,0.009038377
YGR033C,0.041518495,0.034218623,1.72721626
YGR034W,3.960816892,1.152110417,3848.539579
YGR036C,0.023578611,0.03878071,0.168478034
YGR037C,0.903915625,0.394004457,56.90468778
YGR038W,0.099511338,0.130104872,0.512133933
YGR040W,0.009277357,0.022832743,0.086611475
YGR041W,0.008801956,0.014883967,0.048492325
YGR044C,0.077779035,0.020212937,0.217597315
YGR046W,0.011321672,0.027412098,0.106195077
YGR047C,0.027019427,0.004144333,0.036311436
YGR048W,0.031986964,0.028846571,0.389730517
YGR049W,0.059999509,0.170123052,0.074510102
YGR054W,0.133584994,0.025995262,0.593933093
YGR055W,0.290896256,0.035058262,0.64807225
YGR056W,0.004549436,0.007574414,0.021701225
YGR057C,0.018172464,0.059062035,0.064690954
YGR058W,0.009058567,0.032205566,0.04569048
YGR059W,0.001925283,0.03016373,NA
YGR060W,2.068666267,0.265022638,11.80360054
YGR061C,0.273394519,0.011163807,2.47561417
YGR062C,0.010359505,0.01233067,0.023112845
YGR063C,0.192690318,0.098293714,2.906495682
YGR065C,0.026085558,0.012462444,0.115111021
YGR070W,0.003495378,0.003492738,0.003104173
YGR072W,0.007943203,0.022394391,0.185861253
YGR074W,0.0578113,0.113774867,2.199092226
YGR075C,0.018124205,0.050372824,0.095199125
YGR076C,0.070313116,0.102566615,0.353908975
YGR077C,0.033976088,0.012047566,0.0236089
YGR078C,0.138880749,0.026127352,0.729305422
YGR080W,0.055074188,0.019281711,0.182541097
YGR081C,0.065825992,0.113262951,4.469712987
YGR082W,0.288171515,0.233972343,1.91219448
YGR083C,0.064456007,0.022426699,0.656087562
YGR084C,0.050872282,0.031665362,0.501794791
YGR085C,11.67501984,0.976193668,NA
YGR086C,0.329756718,0.104274533,12.33552807
YGR087C,0.022960013,0.013590639,NA
YGR088W,0.006620599,0.028886898,0.003001162
YGR089W,0.005804089,0.011613944,0.036655056
YGR090W,0.064284849,0.005959527,0.294030128
YGR091W,0.0042508,0.025339709,0.045682781
YGR092W,0.00756604,0.022830233,0.182612688
YGR094W,0.328695303,0.022414239,5.830069712
YGR095C,0.233870714,0.061432332,0.497163945
YGR096W,0.007466969,0.016790806,NA
YGR097W,0.032784899,0.006805912,0.013752453
YGR098C,0.012115375,0.001622239,0.004909221
YGR099W,0.007400273,0.004052987,0.04734099
YGR100W,0.013122916,0.007962865,0.038017933
YGR101W,0.049032733,0.020620578,0.243019731
YGR103W,0.20415291,0.026697108,10.01184293
YGR104C,0.021434494,0.01682231,0.141244079
YGR105W,0.200811363,0.334932788,6.527124166
YGR108W,0.022182314,0.016268347,0.728649437
YGR109C,0.007982049,0.052088621,0.034786917
YGR112W,0.003075295,0.016162733,0.026209774
YGR113W,0.009874849,0.034432578,0.225427315
YGR116W,0.023368034,0.005761759,0.446700801
YGR118W,9.706372644,1.464952618,NA
