Orf,Beyer_Phi,SEMPPR_Mean_Phi,Ingolia_Phi
YJL039C,0.002300821,0.002840808,0.075279456
YJL041W,0.076756002,0.009680198,NA
YJL042W,0.060312284,0.004136796,0.012115879
YJL044C,0.007912265,0.025305858,0.201928509
YJL047C,0.004189525,0.005749807,0.009207207
YJL048C,0.031882308,0.028534641,0.047537848
YJL050W,0.045630931,0.013486902,1.014695465
YJL051W,0.003720056,0.009526579,0.005538049
YJL052W,0.626863857,0.849782571,NA
YJL053W,0.06462549,0.027447126,0.308945527
YJL054W,0.023109697,0.024967587,0.170631018
YJL056C,0.002041004,0.008828817,0.0063354
YJL057C,0.011020284,0.012189818,0.020256501
YJL058C,0.008431203,0.020866208,0.014644221
YJL059W,0.023192722,0.01500743,0.024556377
YJL060W,0.020374088,0.033431051,0.145592131
YJL061W,0.038876866,0.012452043,0.177489605
YJL062W,0.037156585,0.005310313,0.04148531
YJL063C,0.134982246,0.0095569,0.29174977
YJL065C,0.100803645,0.035861698,0.201630474
YJL066C,0.016916904,0.026368437,0.054148086
YJL068C,0.103178466,0.057920083,0.551283326
YJL069C,0.083403915,0.014056547,0.710321265
YJL071W,0.013722518,0.01050796,0.038545481
YJL072C,0.042035529,0.038855258,0.422383343
YJL073W,0.00797389,0.005262644,0.02313726
YJL074C,0.006101994,0.007415222,0.048277237
YJL076W,0.006629443,0.004988395,0.159118484
YJL077C,0.011994956,0.050812825,NA
YJL078C,0.034682051,0.011103273,0.086270058
YJL079C,0.132301174,0.139778955,0.224667374
YJL080C,0.261814923,0.020229064,2.26206052
YJL081C,0.037901419,0.011971552,0.298793942
YJL082W,0.026186108,0.013282456,0.023922851
YJL083W,0.004156679,0.005045351,NA
YJL084C,0.015237123,0.005299114,0.009822613
YJL085W,0.002460614,0.013932811,0.075023818
YJL087C,0.009571545,0.009525846,0.065362452
YJL088W,0.015220892,0.064330409,NA
YJL089W,0.001982921,0.007178399,NA
YJL090C,0.004470461,0.011826225,0.013932464
YJL091C,0.038783985,0.023530781,0.117611576
YJL092W,0.005612735,0.002834762,0.005252796
YJL093C,0.007064495,0.006795643,0.016674832
YJL094C,0.004247509,0.007419941,0.026568117
YJL095W,0.003056077,0.002739236,0.005164543
YJL096W,0.090641485,0.160993507,0.893275479
YJL097W,0.242236488,0.107588762,1.16075195
YJL098W,0.047499448,0.004176241,0.120199392
YJL099W,0.009878691,0.007678424,0.041402031
YJL100W,0.011174672,0.011783332,NA
YJL101C,0.027287061,0.011113576,0.046265449
YJL102W,0.011378819,0.006711452,NA
YJL104W,0.041269183,0.084428103,3.463640777
YJL105W,0.001078513,0.009304498,NA
YJL106W,0.000977845,0.016025788,NA
YJL108C,0.023476085,0.044905096,NA
YJL109C,0.047681579,0.003640187,0.192389019
YJL110C,0.005243798,0.007395772,0.077155848
YJL111W,0.148256185,0.03476532,3.385140015
YJL112W,0.009133126,0.008077232,0.069242962
YJL115W,0.071961692,0.022467026,0.356402498
YJL116C,0.018502852,0.072199933,NA
YJL117W,0.253179083,0.046495174,4.841293275
YJL118W,0.005937435,0.008858434,NA
YJL121C,0.234387266,0.156496016,1.502510591
YJL122W,0.185777481,0.18469079,4.120020713
YJL123C,0.170578312,0.01682497,2.181722349
YJL124C,0.066939568,0.075584164,2.560022975
YJL125C,0.098470994,0.028106433,0.36613285
YJL126W,0.064953187,0.025081795,0.15457093
YJL127C,0.002164882,0.010944154,0.019028375
YJL128C,0.040442126,0.021832988,0.093718636
YJL129C,0.026128198,0.003421541,0.012089863
YJL130C,0.263098627,0.004697227,0.826555366
YJL133W,0.044854216,0.014588851,0.227488346
YJL134W,0.104725361,0.023708444,0.455661685
YJL136C,4.972321356,2.217719009,2148.847508
YJL137C,0.007646619,0.02602262,0.021963214
YJL138C,1.28110706,0.408538362,NA
YJL139C,0.013666451,0.029164555,0.036021331
YJL140W,0.09593419,0.049504528,6.273812263
YJL141C,0.009122311,0.007243825,0.024743975
YJL143W,0.235639496,0.106433543,4.255506408
YJL145W,0.126723337,0.092676927,1.695888298
YJL146W,0.004694017,0.012345887,0.050394596
YJL148W,0.212974358,0.063387442,10.49743008
YJL149W,0.013088138,0.01010886,0.015075757
YJL151C,0.47859879,0.063081251,4.556762321
YJL153C,0.003493857,0.026818756,NA
YJL154C,0.023443699,0.006489301,0.098360529
YJL155C,0.022397772,0.01254207,0.068673819
YJL156C,0.010344624,0.011073889,0.059095804
YJL157C,0.140583268,0.007706305,0.230311131
YJL158C,3.735845867,0.616547452,42.5385785
YJL159W,1.097185455,0.317013197,NA
YJL162C,0.0036563,0.011950777,0.037016413
YJL164C,0.023766969,0.039743068,0.047377691
YJL165C,0.009806418,0.006803705,0.074091386
YJL166W,0.401392301,0.550171978,7.702918066
YJL167W,0.75343807,0.107984276,10.24536124
YJL168C,0.007233918,0.007433194,0.294340559
YJL170C,0.024293315,0.020568616,NA
YJL171C,0.143267624,0.051449933,0.741203437
YJL172W,0.093864182,0.040801593,0.284256076
YJL173C,0.392728991,0.118813158,1.866731756
YJL174W,0.360202893,0.04205935,2.224200029
YJL176C,0.008721738,0.009002896,0.116196028
YJL177W,4.664791194,1.796897375,320.9833021
YJL178C,0.133954803,0.086771059,2.881103154
YJL179W,0.043919168,0.199518812,5.842192406
YJL180C,0.04276083,0.052818002,0.305338042
YJL183W,0.095655006,0.037996385,1.104312913
YJL184W,0.09520262,0.081293942,0.991621055
YJL186W,0.11870516,0.020367436,0.955160086
YJL187C,0.004780948,0.00936508,0.014224703
YJL189W,6.171721828,10.01648533,10306.20839
YJL190C,5.445855855,2.92745332,4491.559081
YJL191W,0.578950461,1.200882704,NA
YJL192C,0.100437313,0.079480468,3.089575858
YJL194W,0.0031178,0.010723357,0.031888757
YJL196C,0.52971059,0.024726099,3.259843263
YJL197W,0.015390974,0.003361731,0.025644931
YJL198W,0.128028508,0.010729798,0.221114895
YJL200C,0.049831992,0.024995578,0.814339962
YJL201W,0.004063188,0.017483895,0.068377108
YJL203W,0.016756102,0.059092482,0.205034612
YJL204C,0.012911304,0.006978973,0.027028521
YJL205C,NA,NA,NA
YJL207C,0.004842228,0.001299634,0.019687477
YJL208C,0.033197943,0.028403289,0.162845621
YJL209W,0.017846584,0.009041847,0.013546394
YJL210W,0.036582259,0.033138442,0.030764531
YJL212C,0.070056562,0.014164808,0.047470877
YJL213W,0.03165228,0.03016287,0.002382829
YJL214W,0.005023331,0.018965289,NA
YJL219W,0.000429699,0.019445581,NA
YJL221C,0.001069108,0.026695792,NA
YJL222W,0.006156747,0.003349417,NA
YJL223C,0.044929775,1.366342482,NA
YJR001W,0.05426152,0.012216724,0.360648638
YJR002W,0.070476586,0.012907658,1.155076687
YJR004C,0.009419429,0.009766585,NA
YJR005W,0.008827353,0.010293465,0.075286782
YJR006W,0.017739652,0.020908115,0.09969321
YJR007W,0.266441601,0.199805384,6.184219848
YJR009C,11.03418407,0.911782255,NA
YJR010C-A,0.024871569,0.160832286,1.830766542
YJR010W,0.010874268,0.075595132,0.126191191
YJR013W,0.051760543,0.008151693,0.258086952
YJR014W,0.133111233,0.14040743,4.627420545
YJR016C,0.271307875,0.073362084,33.53729959
YJR017C,0.104819237,0.044864857,0.56516353
YJR019C,0.012753811,0.006432586,0.013293544
YJR021C,0.005077636,0.030837937,0.024749803
YJR022W,0.057751713,0.083453724,0.220803577
YJR025C,0.294130226,0.085965833,0.890615029
YJR031C,0.020791868,0.001656115,0.025469634
YJR032W,0.051428822,0.032914871,0.472978421
YJR033C,0.00566195,0.003480826,0.00488016
YJR034W,0.037321077,0.042372841,0.367349103
YJR035W,0.001708686,0.004473745,0.005864642
YJR036C,0.001856793,0.006796787,0.000988853
YJR040W,0.032445915,0.0091576,0.05507222
YJR041C,0.018780652,0.00212762,0.059326412
YJR042W,0.047240498,0.010407893,0.354002926
YJR043C,0.047968828,0.017367166,0.131756655
YJR044C,0.16387296,0.068517601,0.862662257
YJR045C,0.311895196,0.114352871,13.37396171
YJR046W,0.015409931,0.007125304,0.044885571
YJR047C,0.045397049,1.112080058,NA
YJR048W,0.318611994,0.380484171,0.776155879
YJR049C,0.045331849,0.017221794,0.151177848
YJR050W,0.023033507,0.023309087,0.410164263
YJR051W,0.022445953,0.025907606,0.297454496
YJR052W,0.008099536,0.012286645,0.034774698
YJR053W,0.00247302,0.018262179,0.013398321
YJR055W,0.004466437,0.100588832,0.220988793
YJR057W,0.050892603,0.057075004,0.876250436
YJR058C,0.119479427,0.062105907,0.598935112
YJR059W,0.044960808,0.011143605,0.042030698
YJR060W,0.071624525,0.02752055,2.002785178
YJR062C,0.01208715,0.011856611,0.054339593
YJR063W,0.134046095,0.221006949,1.772643157
YJR064W,0.457507119,0.032445406,7.804884541
YJR065C,0.179137939,0.048763583,1.159148909
YJR066W,0.002807681,0.001177534,0.007653653
YJR067C,0.049508235,0.090592517,0.411875146
YJR068W,0.065306031,0.05649714,0.932683277
YJR069C,0.134821704,0.124337937,2.504968738
YJR070C,0.472341278,0.164964113,9.885862432
YJR072C,0.262997443,0.031904622,2.757350475
YJR073C,0.131503675,0.045942282,0.342873409
YJR074W,0.081590011,0.042460077,0.323555222
YJR075W,0.106224357,0.041254703,1.188879663
YJR076C,0.082360151,0.042484329,0.876598595
YJR077C,0.765207535,0.136381125,1.348314505
YJR078W,0.014701928,0.016988004,NA
YJR082C,0.033153298,0.104210287,0.535099145
YJR083C,0.021630576,0.015245158,0.114020581
YJR084W,0.050462788,0.010155619,0.079389243
YJR086W,0.131141198,0.049302681,2.492007003
YJR089W,0.006586663,0.007541922,0.019843546
YJR090C,0.009074858,0.001937795,0.039541191
YJR091C,0.012814211,0.007867228,0.016581065
YJR092W,0.01061927,0.00331317,0.058991537
YJR093C,0.020088204,0.02554038,0.149538758
YJR094C,0.002823989,0.054635933,NA
YJR094W-A,3.821325042,1.869261547,2310.685428
YJR095W,0.006510003,0.070183122,NA
YJR096W,0.039914919,0.053032307,0.148220801
YJR097W,0.009728032,0.09201897,0.40112792
YJR099W,0.040409471,0.066255563,0.315525465
YJR101W,0.071932973,0.030797627,0.960074895
YJR102C,0.010375972,0.073973185,0.125814119
YJR103W,0.045640321,0.009709615,0.191842141
YJR104C,2.224400111,0.339589709,138.6236622
YJR105W,1.113096968,0.129274323,30.75959132
YJR106W,0.001551422,0.005660733,0.00312794
YJR108W,0.00238644,0.056946459,NA
YJR109C,0.054258643,0.013633529,0.234780816
YJR110W,0.002563132,0.012870546,0.014087689
YJR112W,0.042693386,0.015112549,0.516640007
YJR113C,0.117531676,0.039760178,0.368406264
YJR117W,0.248410279,0.052721518,0.432679859
YJR118C,0.039104732,0.06928222,1.160964551
YJR119C,0.002465648,0.009039436,0.006874355
YJR120W,0.023250891,0.047916503,NA
YJR121W,0.28948535,0.091563386,4.729159741
YJR122W,0.012145636,0.025269637,0.020487093
YJR123W,5.253347201,1.165245858,3645.162908
YJR125C,0.094567981,0.029124842,1.180471058
YJR126C,0.029499298,0.005875463,0.069112725
YJR127C,0.007654283,0.00290415,0.006919771
YJR130C,0.017399278,0.010621013,0.030434463
YJR131W,0.030351748,0.010842526,0.030787714
YJR132W,0.007440216,0.005787602,0.090637065
YJR133W,0.209870639,0.235200407,0.925059119
YJR134C,0.016665922,0.017413823,NA
YJR135C,0.001410103,0.040318089,0.060005121
YJR135W-A,NA,NA,2.832295931
YJR137C,0.00202376,0.009898278,0.039873598
YJR138W,0.011082922,0.002791485,0.008868036
YJR139C,0.597707914,0.153011161,38.64930825
YJR140C,0.005965425,0.002431733,0.010364974
YJR143C,0.35074534,0.02516445,0.78565943
YJR144W,0.107041308,0.080920978,1.686362825
YJR145C,3.48034344,0.704824337,NA
YJR147W,0.007534139,0.006236528,0.013294826
YJR148W,0.425611815,0.067830549,20.81148143
YJR150C,0.025153327,0.186682578,NA
YJR151C,0.016029878,0.012427952,NA
YJR152W,0.001187186,0.020718395,0
YJR153W,0.000610217,0.064816405,NA
YJR155W,0.002897303,0.03483527,0.001754991
YJR156C,0.004287725,0.154541275,NA
YJR158W,0.000842774,0.013165246,NA
YJR159W,0.02158852,0.048649832,NA
YJR160C,0.002436932,0.016731532,NA
YJR161C,0.082041117,0.012189743,NA
YKL001C,0.060726183,0.175164274,1.915575167
YKL002W,0.122170211,0.036027148,1.677496258
YKL003C,0.152282153,0.142949951,0.884420246
YKL004W,0.08435906,0.017878299,0.358270982
YKL005C,0.006730332,0.010004328,0.078444332
YKL006C-A,0.092644657,0.211538502,2.433461171
YKL006W,3.756012975,2.048727713,NA
YKL007W,0.103289443,0.053860259,1.454695129
YKL008C,0.143875554,0.036994577,1.964914699
YKL009W,0.549766253,0.188633476,24.40600948
YKL010C,0.023447424,0.00353136,0.030961949
YKL011C,0.008900569,0.012677318,0.04322289
YKL012W,0.032122822,0.009813118,0.110043764
YKL013C,0.073631916,0.112678559,3.206823634
YKL014C,0.013570484,0.002886254,0.077840468
YKL015W,0.005046338,0.010550263,0.015195829
YKL016C,0.210814385,0.238633125,3.542232336
YKL017C,0.008884654,0.012038753,0.027547942
YKL018W,0.026154805,0.022102555,0.16989508
YKL019W,0.060993741,0.031011389,0.196002345
YKL020C,0.005771983,0.006142101,0.023680506
YKL021C,0.093479995,0.020109206,1.192230594
YKL022C,0.014726937,0.006759976,0.016389234
YKL024C,0.220724841,0.137068002,3.948902744
YKL025C,0.017557612,0.013294874,0.048976517
YKL026C,0.033710026,0.056151481,NA
YKL027W,0.048706039,0.03302141,0.4325453
YKL028W,0.144528777,0.035006476,0.270775977
YKL029C,0.216191621,0.02131458,0.554689133
YKL032C,0.068225257,0.015843091,0.207480219
YKL034W,0.042458264,0.004710743,0.01697408
YKL035W,0.481788496,0.080189176,2.930253193
YKL038W,0.003635488,0.003139436,0.007135535
YKL039W,0.133655076,0.023910361,0.327618526
YKL040C,0.050905371,0.057183016,2.598943876
YKL041W,0.04391468,0.087402815,0.779347629
YKL042W,0.013094737,0.018694704,0.063517896
YKL043W,0.017360665,0.032799593,0.05452599
YKL045W,0.049620632,0.016821906,0.193299275
YKL046C,0.278707012,0.05314397,1.28331466
YKL048C,0.001025618,0.00482722,0.01939268
YKL049C,0.02825575,0.071391426,0.449528294
YKL050C,0.002005799,0.004260529,NA
YKL051W,0.009133771,0.040340622,NA
YKL052C,0.011668594,0.008194995,0.150566656
YKL053C-A,NA,NA,2.059304695
YKL054C,0.498500891,0.023001492,2.741156217
YKL055C,0.003761104,0.062796785,NA
YKL056C,4.482993902,0.886037484,3148.90517
YKL057C,0.014000783,0.005629147,0.128789214
YKL058W,0.112033401,0.065238786,3.017482795
YKL059C,0.070156148,0.017012235,0.071546704
YKL060C,21.11884916,0.718430788,14969.38675
YKL062W,0.029296319,0.012941812,0.019912341
YKL064W,0.00800409,0.008268014,0.035812961
YKL065C,0.277288594,0.113845237,4.041592746
YKL067W,0.168576734,0.300701074,14.24942929
YKL068W,0.042343975,0.005048631,0.213025064
YKL072W,0.008267561,0.005173486,0.025280978
YKL073W,0.029470358,0.009167959,0.282533368
YKL074C,0.048994477,0.01297587,0.21251944
YKL078W,0.026290532,0.008616238,0.046770899
YKL079W,0.012885674,0.008448601,0.075993915
YKL080W,0.288456576,0.038769427,9.518377268
YKL081W,0.486232464,0.21922294,77.12142049
YKL082C,0.085557148,0.038121332,2.081970055
YKL084W,0.160540237,0.045316914,0.132923684
YKL085W,0.219883131,0.13327599,1.550753113
YKL086W,0.012239083,0.043807332,NA
YKL087C,0.043586413,0.043577373,0.140018802
YKL089W,0.013667238,0.01241996,0.081429648
YKL090W,0.002294112,0.009870218,NA
YKL091C,0.030121348,0.044462323,0.104051239
YKL092C,0.003229536,0.004552462,0.020629502
YKL093W,0.002066843,0.018491647,NA
YKL094W,0.226890462,0.029626053,1.093183692
YKL095W,0.004141509,0.017969044,0.048484708
YKL096W,0.708866279,0.21316545,2.016270512
YKL096W-A,NA,NA,738.1967252
YKL099C,0.132019072,0.065815176,3.847744611
YKL101W,0.015902962,0.002519953,0.046242699
YKL103C,0.030299604,0.036515654,0.044485582
YKL104C,0.136859756,0.044016654,0.817165948
YKL106W,0.029619788,0.013062228,0.483317666
YKL108W,0.008739684,0.030591464,0.033393598
YKL109W,0.011908358,0.019140618,0.012344242
YKL110C,0.07548175,0.024917257,0.39286274
YKL112W,0.071178447,0.011010652,0.11442162
YKL113C,0.120532395,0.028850818,0.813278921
YKL114C,0.083772226,0.036949793,0.763547472
YKL116C,0.008705658,0.012423958,0.028210515
YKL117W,0.791823711,0.203058402,36.25387924
YKL119C,0.0626285,0.035317598,0.903788405
YKL120W,0.421915183,0.070228099,6.464165691
YKL122C,0.407641492,0.11781651,3.248963009
YKL124W,0.007090688,0.020102783,0.016305201
YKL125W,0.056043315,0.017052971,0.425152843
YKL126W,0.078648884,0.023451829,0.503478473
YKL127W,0.236865746,0.027061912,1.149097406
YKL128C,0.147508218,0.030161168,1.583052732
YKL129C,0.004405871,0.003076936,0.013153286
YKL130C,0.028518151,0.070623508,0.395426604
YKL132C,0.006211283,0.015863095,0.002904416
YKL134C,0.002759841,0.007459113,0.022425158
YKL135C,0.070664257,0.013196452,0.19456083
YKL137W,0.076420476,0.104663046,1.694771076
YKL138C,0.081407917,0.184252071,1.134810345
YKL138C-A,NA,NA,1.922393637
YKL139W,0.008512577,0.019517391,NA
YKL140W,0.079661036,0.019260652,0.185185519
YKL141W,0.115129526,0.127565878,1.212415041
YKL142W,0.20901329,0.076231012,4.330584995
YKL143W,0.010343281,0.028458988,1.092419022
YKL144C,0.074092641,0.108035378,1.13974706
YKL145W,0.506632089,0.050157728,5.549076561
YKL146W,0.087474546,0.006067426,0.072226138
YKL148C,0.06066446,0.033746736,0.015451456
YKL149C,0.024310802,0.033679278,0.070287519
YKL150W,0.221009691,0.093368068,0.540668992
YKL152C,4.328178036,1.086314755,10358.3443
YKL154W,0.063493274,0.110668117,1.206618941
YKL155C,0.005125986,0.008330182,0.040680618
YKL156W,1.631771022,0.768927945,571.5084832
YKL157W,0.232665533,0.018837779,0.496373683
YKL159C,0.041099254,0.046874509,NA
YKL160W,0.345494297,0.074792837,6.006786042
YKL161C,0.002625153,0.016097799,0.000735528
YKL163W,0.201918857,0.108597957,NA
YKL164C,1.320378678,0.234968588,NA
YKL165C,0.095681177,0.007262876,0.078214975
YKL166C,0.023448448,0.041197705,0.466560853
YKL167C,0.131616158,0.06580226,1.296617599
YKL168C,0.00758847,0.008414537,0.016223877
YKL170W,0.141394994,0.130273866,1.136255571
YKL172W,0.292065803,0.069494086,15.18253061
YKL173W,0.029935549,0.004505728,0.040008658
YKL174C,0.092788801,0.008823157,0.117194562
YKL175W,0.204452844,0.019217886,0.235428341
YKL176C,0.005770426,0.005783788,0.032107496
YKL178C,0.008923734,0.014479328,NA
YKL179C,0.02600351,0.007651185,0.356104558
YKL180W,6.007361119,1.980522603,557.0104072
YKL181W,0.473395209,0.072734961,9.636988363
YKL182W,0.29713842,0.010113718,2.985821931
YKL183W,0.044631956,0.019427699,0.466682946
YKL184W,0.06428348,0.028026815,0.64968845
YKL185W,0.036034062,0.008309008,0.373313136
YKL186C,0.189641272,0.085540713,1.883601579
YKL188C,0.001428694,0.008029722,0.001428889
YKL189W,0.017368524,0.025254317,0.044119463
YKL190W,0.174123616,0.058818914,2.24587021
YKL191W,0.181706153,0.020318072,0.203383385
YKL192C,0.60025876,0.192549663,4.130657232
YKL193C,0.054759807,0.058835305,0.249711972
YKL194C,0.007038903,0.019103696,0.034614139
YKL195W,0.070221136,0.052323582,1.43199883
YKL196C,0.295238904,0.080046697,14.64531491
YKL197C,0.007303812,0.003605147,0.007364582
YKL198C,0.004346595,0.004085464,0.00584275
YKL201C,0.001968634,0.006494893,0.005073003
YKL203C,0.003993433,0.001273238,0.005511913
YKL204W,0.06555895,0.01300533,0.110981275
YKL205W,0.027065457,0.005835696,0.126986789
YKL206C,0.044311853,0.014804684,0.295482673
YKL208W,0.026454932,0.030823284,0.109965772
YKL209C,0.035329729,0.004323579,0.391352541
YKL210W,0.314531306,0.012879859,2.628343647
YKL211C,0.239043765,0.019332339,1.023852197
YKL212W,0.08503384,0.022644514,2.919586719
YKL213C,0.088883671,0.00755123,0.218049059
YKL214C,0.099008591,0.067088007,0.29558294
YKL216W,0.727468449,0.051891882,56.0499885
YKL217W,0.006326259,0.025759283,NA
YKL218C,0.022686832,0.012541275,0.064081434
YKL219W,0.018136653,0.008637921,0.109064535
YKL220C,0.000783713,0.00679457,NA
YKL221W,0.004049086,0.012809596,NA
YKL222C,0.001161004,0.010283997,0.001089207
YKR001C,0.099421822,0.019577618,2.247000164
YKR002W,0.087329493,0.020367559,0.091426718
YKR003W,0.043967041,0.023493893,0.158880131
YKR004C,0.006569153,0.012916329,0.027636038
YKR006C,0.131816193,0.069172592,0.55536689
YKR007W,0.087030052,0.028668258,0.260543491
YKR008W,0.014437235,0.016168312,0.174727882
YKR009C,0.001726271,0.007726269,0.00115134
YKR010C,0.009447626,0.005681293,0.031225944
YKR013W,0.658373208,0.128653394,3.199222016
YKR014C,0.127312048,0.130571511,2.494071153
YKR019C,0.005051067,0.009384773,0.010129286
YKR020W,0.008156375,0.096816054,0.349784868
YKR022C,0.005333263,0.017660501,0.116502364
YKR024C,0.026583947,0.011490253,0.150740486
YKR025W,0.112133373,0.04361856,1.410270103
YKR026C,0.127695995,0.032565948,1.954053276
YKR027W,0.004027384,0.004488155,0.027491655
YKR028W,0.034409207,0.003100202,0.074891868
YKR029C,0.010452245,0.00897705,0.078269699
YKR030W,0.054807413,0.027986154,0.324531354
YKR031C,0.009654921,0.003075039,0.010298401
YKR034W,0.003697341,0.043965745,NA
YKR035W-A,NA,NA,1.970937316
YKR036C,0.015723025,0.010119918,0.019560476
YKR037C,0.024643499,0.038172663,0.132921657
YKR038C,0.078797712,0.01533458,0.673424568
YKR039W,0.112911094,0.04280563,0.012729934
YKR042W,4.345675958,0.286865085,25.46808536
YKR044W,0.006784083,0.010679798,0.031253764
YKR046C,0.073207548,0.052522182,0.0229551
YKR048C,0.483140027,0.0200829,2.228344715
YKR049C,0.086950768,0.026476906,0.263538348
YKR050W,0.001105014,0.008773305,NA
YKR052C,0.029824181,0.065213674,0.217220442
YKR053C,0.008609638,0.018404026,NA
YKR054C,0.002698866,0.000172941,0.001404839
YKR055W,0.017934278,0.027143795,0.070293968
YKR056W,0.105484804,0.020239506,0.3352845
YKR057W,4.287327053,1.40152341,2906.137565
YKR058W,0.005100499,0.009723284,0.001563269
YKR059W,1.771304601,0.410988523,NA
YKR060W,0.073070491,0.045676085,0.34063999
YKR061W,0.011750533,0.019668152,0.032618798
YKR062W,0.061973996,0.086483978,0.421126452
YKR063C,0.015065136,0.01391353,0.065989347
YKR064W,0.00821391,0.008303431,0.018712546
YKR065C,0.204502221,0.096929752,0.693877282
YKR066C,0.275643245,0.033026042,0.647686814
YKR067W,0.032634049,0.015063337,0.022201921
YKR068C,0.125754811,0.030054156,1.558434928
YKR069W,0.009488345,0.0135867,0.024596412
YKR071C,0.142705339,0.06040722,2.523810791
YKR072C,0.023515573,0.01855921,0.166916919
YKR076W,0.022480278,0.040039573,NA
YKR078W,0.005700343,0.011924312,0.012098323
YKR079C,0.020638936,0.010741678,0.064377018
YKR080W,0.101327115,0.057757318,11.90992277
YKR081C,0.432571163,0.085680858,2.516767162
YKR082W,0.031673069,0.003825186,0.162082186
YKR083C,0.025190523,0.113592745,0.575546696
YKR084C,0.063761855,0.017971448,0.318215971
YKR085C,0.067448887,0.052211779,1.616116461
YKR086W,0.004056305,0.005173042,0.028269844
YKR087C,0.025392883,0.03533992,0.447306389
YKR088C,0.032073719,0.048237137,0.496323189
YKR089C,0.037923698,0.006710996,0.033271513
YKR090W,0.006695432,0.008884824,0.078560551
YKR091W,0.018393969,0.035605468,0.035968356
YKR092C,0.083314343,0.068790099,3.984288278
YKR093W,0.161788129,0.041586007,0.541380952
YKR094C,2.617679466,1.215999754,NA
YKR095W,0.013476474,0.00244951,0.076368602
YKR095W-A,NA,NA,0.581456191
YKR096W,0.017988544,0.005194119,0.013500308
YKR097W,0.002634373,0.048583322,NA
YKR098C,0.002748122,0.012367205,NA
YKR099W,0.013233321,0.010372636,0.028528554
YKR100C,0.032604205,0.012930223,0.257392484
YKR101W,0.004166955,0.007851171,0.014537085
YKR102W,0.003476693,0.008104935,NA
YKR103W,0.000675768,0.002107244,NA
YKR104W,0.003018709,0.034422469,NA
YLL001W,0.02502691,0.013229514,0.145980202
YLL002W,0.01936787,0.016378617,0.021291385
YLL003W,0.004734026,0.002810743,0.008323602
YLL004W,0.01828705,0.006489962,0.088541116
YLL005C,0.001555081,0.004266914,NA
YLL006W,0.007511991,0.013503371,0.041600549
YLL008W,0.111698044,0.018458058,1.631649604
YLL009C,0.209612509,0.73407202,1.478934704
YLL010C,0.017725087,0.011149663,0.113635681
YLL011W,0.054469083,0.034028306,0.963203467
YLL012W,0.065729414,0.009281637,0.023188803
YLL013C,0.002610314,0.010923714,0.023564953
YLL015W,0.014188248,0.003830858,0.029320748
YLL018C,0.567723194,0.051241208,4.717265595
YLL018C-A,NA,NA,NA
YLL019C,0.003703199,0.011353473,0.010713532
YLL021W,0.01430725,0.004086496,0.083444364
YLL022C,0.106268139,0.008613976,0.149328072
YLL023C,0.277056747,0.055653727,0.135778594
YLL024C,4.761216498,0.299653236,NA
YLL026W,0.323173188,0.028933086,1.634347998
YLL027W,0.100533738,0.081519111,0.480860673
YLL028W,0.089807262,0.026278991,0.071022747
YLL029W,0.060095052,0.007290931,0.163451326
YLL031C,0.08013193,0.009514739,0.057694492
YLL032C,0.004970023,0.010443196,0.012849079
YLL033W,0.001564143,0.019357118,0.023624066
YLL034C,0.114697988,0.015873386,0.357003638
YLL035W,0.0124408,0.011754426,0.038697973
YLL036C,0.061040726,0.016473271,0.163114375
YLL038C,0.005732394,0.025050137,0.078369964
YLL039C,0.254199594,0.057224256,NA
YLL040C,0.009694101,0.000826729,0.012097048
YLL041C,0.04570993,0.094662677,0.200527384
YLL042C,0.035676113,0.064587726,NA
YLL043W,0.039271802,0.013171838,0.143887154
YLL045C,1.343110924,0.790319914,NA
YLL046C,0.007339112,0.039900481,NA
YLL048C,0.090298328,0.005267442,0.175072644
YLL049W,0.035034685,0.049019883,0.038844155
YLL050C,1.60535507,0.97584357,351.6182217
YLL051C,0.015794428,0.004551309,0.027347746
YLL052C,0.019700279,0.064593956,NA
YLL055W,0.001968276,0.019321494,0.00501352
YLL057C,0.002276584,0.027378808,NA
YLL060C,0.028130453,0.015791901,0.002758032
YLL061W,0.019337946,0.011375082,0.020174219
YLL062C,0.017346066,0.022709638,0.020715389
YLL063C,0.006056956,0.006839873,0.008731912
YLR002C,0.056337392,0.008757365,0.708206515
YLR004C,0.002555434,0.032224993,NA
YLR005W,0.058614962,0.01893628,0.257525727
YLR006C,0.005589151,0.005648199,0.016893233
YLR007W,0.0156011,0.021211902,0.140571053
YLR008C,0.064763609,0.094157851,1.792739025
YLR009W,0.232381796,0.447622491,10.39445117
YLR010C,0.009660513,0.080366103,0.054356784
YLR011W,0.026234444,0.018387582,0.066724719
YLR013W,0.009390708,0.080158237,NA
YLR014C,0.002692803,0.003190899,0.007764009
YLR015W,0.017693813,0.014830761,0.0688567
YLR016C,0.069440116,0.030023779,0.343286275
YLR017W,0.297601699,0.070157939,2.05430802
YLR018C,0.051687758,0.013737263,0.511193737
YLR019W,0.01939343,0.01790822,0.173660396
YLR020C,0.024577703,0.015312418,0.138916812
YLR021W,0.028711188,0.091454584,0.312781679
YLR022C,0.074869226,0.028411817,3.115678691
YLR023C,0.034814038,0.02294323,0.022358954
YLR024C,0.001799811,0.001590027,0.002076497
YLR025W,0.094670456,0.033478573,1.434562319
YLR026C,0.036956979,0.035750474,0.418675011
